@relation 'Final_Train_Data_Weka-weka.filters.unsupervised.attribute.NumericToNominal-R3-5,10'

@attribute NEIGHBORHOOD {ARROCHAR,'ARROCHAR-SHORE ACRES',CONCORD,'CONCORD-FOX HILLS','DONGAN HILLS','DONGAN HILLS-COLONY','DONGAN HILLS-OLD TOWN','GRANT CITY',GRASMERE,'GREAT KILLS','GREAT KILLS-BAY TERRACE','GRYMES HILL','MIDLAND BEACH','NEW DORP','NEW DORP-BEACH','NEW DORP-HEIGHTS',OAKWOOD,OAKWOOD-BEACH,RICHMONDTOWN,'RICHMONDTOWN-LIGHTHS HILL',ROSEBANK,'SOUTH BEACH',STAPLETON,STAPLETON-CLIFTON,TOMPKINSVILLE,'TODT HILL'}
@attribute 'BUILDING CLASS CATEGORY' {'01 ONE FAMILY DWELLINGS','02 TWO FAMILY DWELLINGS'}
@attribute BLOCK {512,515,516,521,524,527,529,530,532,541,560,561,562,563,565,568,579,586,614,618,622,626,631,638,643,647,648,835,839,848,849,855,856,858,869,885,895,899,939,942,944,945,948,949,950,951,2248,2260,2270,2271,2277,2279,2281,2284,2287,2288,2306,2829,2834,2836,2837,2839,2840,2844,2848,2853,2854,2855,2856,2857,2859,2861,2866,2867,2873,2876,2879,2882,2897,2899,2902,2908,2912,2915,2922,2925,2930,2966,2969,2970,2973,2975,2982,2983,2985,2989,2993,3003,3004,3019,3023,3024,3034,3036,3038,3065,3066,3070,3072,3073,3075,3099,3102,3103,3104,3105,3106,3110,3111,3116,3121,3122,3123,3124,3155,3159,3163,3165,3167,3169,3171,3176,3183,3184,3191,3209,3221,3226,3228,3234,3237,3246,3249,3250,3251,3252,3254,3255,3268,3269,3270,3271,3272,3276,3277,3282,3284,3285,3293,3294,3295,3296,3301,3306,3315,3316,3317,3320,3321,3325,3331,3332,3333,3337,3343,3345,3348,3354,3361,3362,3371,3373,3375,3378,3379,3390,3391,3394,3395,3398,3400,3401,3406,3420,3478,3481,3491,3500,3530,3531,3535,3539,3540,3552,3553,3558,3560,3563,3565,3570,3571,3572,3573,3575,3577,3579,3583,3586,3589,3591,3594,3595,3598,3599,3604,3606,3608,3609,3610,3613,3616,3617,3620,3626,3628,3629,3633,3634,3635,3640,3641,3643,3646,3650,3651,3652,3655,3659,3660,3661,3667,3669,3673,3674,3679,3681,3682,3684,3685,3686,3687,3689,3698,3703,3707,3708,3709,3711,3712,3716,3717,3718,3721,3722,3728,3729,3730,3733,3734,3735,3739,3740,3744,3746,3791,3797,3798,3800,3804,3805,3808,3809,3810,3814,3815,3817,3818,3819,3821,3873,3882,3885,3887,3888,3960,4000,4017,4018,4019,4027,4029,4030,4031,4033,4041,4043,4046,4047,4049,4050,4051,4052,4054,4057,4058,4063,4064,4066,4068,4069,4071,4073,4074,4078,4083,4085,4087,4088,4089,4091,4093,4130,4131,4194,4197,4198,4202,4212,4213,4219,4220,4221,4223,4226,4228,4229,4233,4237,4239,4240,4245,4247,4248,4250,4253,4254,4262,4265,4267,4271,4273,4278,4289,4290,4298,4299,4300,4302,4305,4306,4310,4311,4315,4316,4327,4328,4332,4342,4343,4344,4347,4349,4359,4363,4369,4378,4394,4399,4400,4405,4411,4416,4420,4421,4431,4435,4436,4447,4465,4466,4467,4468,4474,4476,4477,4478,4645,4656,4657,4659,4661,4669,4672,4673,4674,4675,4676,4678,4679,4680,4682,4683,4684,4696,4697,4698,4705,4706,4708,4710,4712,4713,4716,4717,4719,4720,4723,4726,4728,4961,4972,4973,4975,5016,5018,5019,5020,5022,5023,5024,5025,5026,5027,5028,5030,5090,5093,5101,5103}
@attribute LOT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,77,78,79,81,82,84,86,87,88,89,90,92,93,94,96,97,99,100,104,106,107,108,110,112,115,116,117,120,121,123,126,128,132,133,136,140,141,142,143,144,145,150,152,156,157,158,163,165,168,170,172,173,177,183,188,189,195,199,202,212,217,226,233,235,255,257,260,266,267,274,277,278,302,315,338,364,368,373,382,403,405,407,410,412,415,417,430,432,434,436,445,451,473,476,478,488,566,601,615,618,620,652,737,769,828,908}
@attribute 'ZIP CODE' {10304,10305,10306}
@attribute 'RESIDENTIAL UNITS' numeric
@attribute 'COMMERCIAL UNITS' numeric
@attribute 'LAND SQUARE FEET' numeric
@attribute 'GROSS SQUARE FEET' numeric
@attribute 'YEAR BUILT' {1845,1899,1901,1905,1910,1915,1920,1925,1930,1931,1932,1935,1940,1945,1950,1955,1960,1963,1965,1966,1970,1972,1975,1976,1977,1978,1979,1980,1981,1982,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020}
@attribute 'BUILDING CLASS AT TIME OF SALE' {A2,A5,A1,B2,B1,A0,S2,B3,A3,B9,A9,A6,S1}
@attribute 'SALE PRICE ' {'Over Budget','Within Budget'}
@attribute 'SALE DATE' {Autumn,Spring,Summer,Winter}

@data
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3391,22,10305,1,0,1828,880,1986,A5,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3394,92,10305,1,0,4000,960,1955,A2,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3395,52,10305,1,0,2936,1740,2011,A5,'Over Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3400,1,10305,1,0,2691,1450,2001,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3401,13,10305,1,0,2400,1576,1920,A2,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3406,6,10305,1,0,1400,1492,2001,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3420,28,10305,1,0,2300,1408,1998,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3500,41,10305,1,0,2415,1664,2004,A5,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3500,140,10305,1,0,4215,1664,2004,A5,'Over Budget',Winter
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3111,10,10305,2,0,6000,2240,1930,B2,'Within Budget',Spring
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3116,86,10305,2,0,4160,1976,1935,B2,'Over Budget',Spring
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3122,145,10305,2,0,3113,3600,1960,B9,'Within Budget',Spring
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3246,9,10305,2,0,3840,1680,1960,B2,'Within Budget',Autumn
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3269,38,10305,2,0,5000,1722,1930,B3,'Over Budget',Autumn
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3282,71,10305,2,0,4000,2430,2019,B2,'Over Budget',Autumn
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3362,56,10305,2,0,4720,2024,1920,B2,'Over Budget',Winter
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3500,15,10305,2,0,4095,1290,2004,B9,'Within Budget',Winter
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3500,21,10305,2,0,3285,1290,2004,B9,'Over Budget',Autumn
STAPLETON,'01 ONE FAMILY DWELLINGS',512,25,10304,1,0,2250,1312,1901,A1,'Within Budget',Spring
STAPLETON,'01 ONE FAMILY DWELLINGS',515,39,10304,1,1,4000,2349,1845,S1,'Within Budget',Autumn
STAPLETON,'01 ONE FAMILY DWELLINGS',521,65,10304,1,1,4498,2400,1931,S1,'Within Budget',Winter
STAPLETON,'01 ONE FAMILY DWELLINGS',521,120,10304,1,1,2070,1696,1931,S1,'Within Budget',Spring
STAPLETON,'01 ONE FAMILY DWELLINGS',524,55,10304,1,0,890,1405,2005,A5,'Within Budget',Spring
STAPLETON,'01 ONE FAMILY DWELLINGS',527,93,10304,1,0,1188,1912,1989,A9,'Within Budget',Winter
STAPLETON,'01 ONE FAMILY DWELLINGS',527,96,10304,1,0,2052,2012,1989,A9,'Within Budget',Autumn
STAPLETON,'01 ONE FAMILY DWELLINGS',530,35,10304,1,0,3000,1900,1931,A1,'Within Budget',Winter
STAPLETON,'01 ONE FAMILY DWELLINGS',530,39,10304,1,0,2475,1576,1899,A1,'Within Budget',Spring
STAPLETON,'01 ONE FAMILY DWELLINGS',532,20,10304,1,0,2376,1320,1901,A1,'Within Budget',Spring
STAPLETON,'01 ONE FAMILY DWELLINGS',541,11,10304,1,1,2500,1380,1931,S1,'Within Budget',Summer
STAPLETON,'01 ONE FAMILY DWELLINGS',561,5,10304,1,0,3200,540,1940,A1,'Within Budget',Summer
STAPLETON,'01 ONE FAMILY DWELLINGS',563,133,10304,1,0,3000,1272,2016,A1,'Within Budget',Autumn
STAPLETON,'01 ONE FAMILY DWELLINGS',586,31,10304,1,0,5232,1164,1945,A2,'Over Budget',Summer
STAPLETON,'02 TWO FAMILY DWELLINGS',516,44,10304,2,0,2500,1812,1901,B2,'Within Budget',Autumn
STAPLETON,'02 TWO FAMILY DWELLINGS',541,33,10304,2,0,3416,1868,1910,B2,'Within Budget',Spring
STAPLETON,'02 TWO FAMILY DWELLINGS',565,9,10304,2,0,1530,1896,1915,B2,'Within Budget',Spring
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2836,12,10304,1,0,1607,1116,2003,A5,'Within Budget',Winter
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2837,44,10304,1,0,5000,1066,1955,A2,'Within Budget',Winter
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2839,78,10304,1,0,6850,1785,1960,A2,'Within Budget',Winter
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2840,84,10304,1,0,2200,1168,2002,A5,'Within Budget',Spring
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2867,451,10304,1,0,4860,988,1950,A2,'Within Budget',Autumn
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2873,15,10304,1,0,2162,1350,2003,A5,'Within Budget',Autumn
STAPLETON-CLIFTON,'01 ONE FAMILY DWELLINGS',2873,106,10304,1,0,3411,1978,2014,A5,'Within Budget',Summer
STAPLETON-CLIFTON,'02 TWO FAMILY DWELLINGS',2873,104,10304,2,0,3957,2416,2016,B2,'Within Budget',Spring
TOMPKINSVILLE,'01 ONE FAMILY DWELLINGS',579,110,10304,1,0,1152,1312,1989,A5,'Within Budget',Summer
'ARROCHAR-SHORE ACRES','01 ONE FAMILY DWELLINGS',2834,18,10305,1,0,2000,864,1970,A5,'Within Budget',Spring
CONCORD,'01 ONE FAMILY DWELLINGS',2879,177,10304,1,0,3000,1088,1925,A1,'Within Budget',Winter
CONCORD,'02 TWO FAMILY DWELLINGS',648,46,10304,2,0,3305,2254,2019,B2,'Within Budget',Autumn
'CONCORD-FOX HILLS','01 ONE FAMILY DWELLINGS',2925,189,10304,1,0,819,936,1992,A5,'Within Budget',Winter
'DONGAN HILLS','01 ONE FAMILY DWELLINGS',3296,45,10304,1,0,2500,2000,2000,A5,'Within Budget',Summer
'DONGAN HILLS','02 TWO FAMILY DWELLINGS',3301,18,10304,2,0,5184,2160,1965,B1,'Over Budget',Autumn
'DONGAN HILLS-COLONY','01 ONE FAMILY DWELLINGS',848,170,10304,1,0,4000,1500,1925,A2,'Over Budget',Autumn
'DONGAN HILLS-COLONY','01 ONE FAMILY DWELLINGS',869,908,10304,1,0,7004,1464,1960,A1,'Over Budget',Autumn
'GRANT CITY','01 ONE FAMILY DWELLINGS',3535,28,10306,1,0,2192,1312,1960,A5,'Within Budget',Winter
'GRANT CITY','01 ONE FAMILY DWELLINGS',3572,21,10306,1,0,2500,1300,1997,A5,'Over Budget',Spring
'GRANT CITY','01 ONE FAMILY DWELLINGS',3586,38,10306,1,0,6500,1380,1920,A1,'Within Budget',Summer
'GRANT CITY','02 TWO FAMILY DWELLINGS',3321,14,10304,2,0,5200,2160,1960,B2,'Over Budget',Spring
'GRANT CITY','02 TWO FAMILY DWELLINGS',3575,32,10306,2,0,4000,1888,1925,B3,'Over Budget',Autumn
GRASMERE,'01 ONE FAMILY DWELLINGS',3163,13,10304,1,0,3720,1600,2005,A5,'Within Budget',Summer
GRASMERE,'01 ONE FAMILY DWELLINGS',3184,45,10304,1,0,1556,1264,1989,A5,'Within Budget',Autumn
'GREAT KILLS','01 ONE FAMILY DWELLINGS',4447,108,10306,1,0,1575,1320,1986,A5,'Within Budget',Autumn
'GREAT KILLS','01 ONE FAMILY DWELLINGS',4477,15,10306,1,0,2071,1484,1986,A5,'Within Budget',Autumn
'GREAT KILLS','01 ONE FAMILY DWELLINGS',4478,410,10306,1,0,946,2904,1993,A5,'Within Budget',Summer
'GREAT KILLS','01 ONE FAMILY DWELLINGS',4478,620,10306,1,0,500,1240,1996,A5,'Within Budget',Autumn
'GREAT KILLS','02 TWO FAMILY DWELLINGS',4645,144,10306,2,0,1887,1900,1996,B9,'Over Budget',Winter
'GREAT KILLS-BAY TERRACE','01 ONE FAMILY DWELLINGS',4710,19,10306,1,0,3984,1584,1965,A1,'Within Budget',Autumn
'GREAT KILLS-BAY TERRACE','01 ONE FAMILY DWELLINGS',5018,63,10306,1,0,3955,2350,2005,A5,'Over Budget',Summer
'GREAT KILLS-BAY TERRACE','02 TWO FAMILY DWELLINGS',4698,48,10306,2,0,4000,2234,1965,B2,'Over Budget',Autumn
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3478,117,10305,1,0,2670,1700,2000,A5,'Within Budget',Autumn
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3679,1,10306,1,0,2489,1589,2018,A5,'Over Budget',Summer
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3689,33,10306,1,0,2516,896,1970,A5,'Within Budget',Winter
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3712,76,10305,1,0,1210,1375,1990,A5,'Within Budget',Autumn
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3728,35,10306,1,0,2260,2140,2009,A5,'Within Budget',Winter
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3739,34,10306,1,0,2000,869,2017,A1,'Within Budget',Winter
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3798,45,10306,1,0,2000,406,1920,A6,'Within Budget',Winter
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3815,1,10306,1,0,2327,1200,1991,A5,'Within Budget',Autumn
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3818,37,10306,1,0,3000,1839,2019,A5,'Over Budget',Summer
'MIDLAND BEACH','01 ONE FAMILY DWELLINGS',3887,22,10306,1,0,2251,2104,2018,A5,'Over Budget',Spring
'MIDLAND BEACH','02 TWO FAMILY DWELLINGS',3667,22,10306,2,0,2875,1200,1989,B2,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3606,27,10306,1,0,2720,1800,1977,A1,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',3633,69,10306,1,0,4000,1654,1960,A2,'Over Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',4051,23,10306,1,0,3920,2392,1960,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4202,26,10306,1,0,1400,1690,1989,A5,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',4233,43,10306,1,0,5000,1408,1950,A2,'Within Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',3628,8,10306,2,0,4700,2304,1960,B1,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4058,82,10306,2,0,4100,2136,1970,B2,'Over Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',4240,16,10306,2,0,4700,3008,2019,B2,'Over Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4050,13,10306,1,0,3000,1520,1975,A5,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4078,14,10306,1,0,1200,1039,1930,A2,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4091,31,10306,1,0,2400,516,1930,A2,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4131,49,10306,1,0,1387,1425,1997,A5,'Within Budget',Winter
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4088,20,10306,2,0,5625,2979,2014,B2,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',945,13,10306,1,0,7500,1080,1930,A1,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4302,128,10306,1,0,1100,1485,1989,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4343,16,10306,1,0,2600,1190,1960,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4363,58,10306,1,0,2625,1156,1965,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4311,1,10306,2,0,2255,1728,1989,B2,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4278,27,10306,1,0,4000,1040,1960,A2,'Within Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4672,16,10306,1,0,1350,1344,1994,A5,'Within Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4018,27,10306,1,0,2375,1344,1980,A9,'Within Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4675,8,10306,1,0,3000,1810,1989,A5,'Within Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,37,10306,1,0,4000,3100,2018,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4719,56,10306,1,0,2400,1440,1975,A5,'Within Budget',Winter
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4720,39,10306,2,0,4500,2133,1975,B2,'Within Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,62,10306,1,0,7546,3324,2019,A3,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4327,90,10306,1,0,2800,1360,1965,A5,'Within Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4405,12,10306,1,0,8250,1258,1950,A0,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4436,44,10306,1,0,5000,1088,1935,A1,'Within Budget',Summer
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2277,65,10306,1,0,4000,1544,1960,A2,'Over Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',2844,49,10305,1,0,2470,1176,1965,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',2866,49,10305,1,0,1225,1320,1999,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',2993,55,10305,1,0,4000,1008,1965,A2,'Over Budget',Winter
ROSEBANK,'01 ONE FAMILY DWELLINGS',3073,99,10305,1,0,2450,1540,1905,A1,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3116,43,10305,1,0,3400,1056,1945,A1,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3250,43,10305,1,0,6000,1144,1950,A2,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3270,75,10305,1,0,3100,560,1930,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3354,106,10305,1,0,2200,1108,1960,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3390,5,10305,1,0,6000,1056,1925,A1,'Over Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3491,63,10305,1,0,2401,1376,2003,A5,'Within Budget',Summer
'SOUTH BEACH','02 TWO FAMILY DWELLINGS',3398,18,10305,2,0,2300,1275,2003,B9,'Over Budget',Summer
STAPLETON,'01 ONE FAMILY DWELLINGS',529,60,10304,1,0,3000,1626,1915,A1,'Within Budget',Winter
STAPLETON,'02 TWO FAMILY DWELLINGS',562,16,10304,2,0,2552,1280,2003,B9,'Within Budget',Autumn
'TODT HILL','01 ONE FAMILY DWELLINGS',885,100,10304,1,0,11690,2880,1975,A1,'Over Budget',Autumn
